filename,width,height,class,xmin,ymin,xmax,ymax
484.jpg,300,400,redtriangle,30,28,100,97
3061.jpg,400,300,redcircle,44,6,165,113
1676.jpg,300,400,greencircle,27,16,141,137
3049.jpg,300,400,greentriangle,6,53,122,165
2357.jpg,400,300,bluesquare,33,37,116,120
1886.jpg,300,400,greensquare,28,19,99,84
1138.jpg,400,300,greensquare,17,14,73,70
2431.jpg,300,400,bluecircle,16,19,82,85
2425.jpg,400,300,redcircle,27,17,86,74
1892.jpg,400,300,redtriangle,37,17,114,94
2343.jpg,300,400,greensquare,20,32,120,132
241.jpg,400,300,greensquare,49,25,165,125
527.jpg,300,400,bluesquare,19,22,103,140
533.jpg,300,400,redcircle,4,39,101,134
255.jpg,300,400,bluetriangle,28,34,140,146
1919.jpg,400,300,greentriangle,20,20,76,73
1931.jpg,400,300,redtriangle,20,13,80,58
2586.jpg,300,400,bluetriangle,6,20,92,101
2592.jpg,300,400,bluecircle,20,29,109,118
1925.jpg,400,300,greencircle,18,34,99,120
282.jpg,300,400,bluetriangle,20,12,78,42
1716.jpg,400,300,bluesquare,1,23,71,93
3101.jpg,400,300,greensquare,15,44,132,138
2579.jpg,400,300,bluetriangle,54,12,174,103
1070.jpg,300,400,redtriangle,29,30,143,97
1064.jpg,400,300,bluesquare,10,32,94,116
3115.jpg,300,400,bluecircle,19,17,77,75
1702.jpg,300,400,bluesquare,12,23,68,79
296.jpg,400,300,redtriangle,8,13,98,54
2223.jpg,300,400,redtriangle,28,9,109,85
2545.jpg,400,300,redtriangle,29,2,88,63
2551.jpg,400,300,bluecircle,38,25,142,91
1058.jpg,300,400,bluetriangle,11,1,109,51
3129.jpg,300,400,redcircle,2,14,60,72
2960.jpg,400,300,greentriangle,21,20,85,79
725.jpg,400,300,redtriangle,7,7,91,61
731.jpg,400,300,greensquare,1,1,67,45
2974.jpg,400,300,greensquare,3,21,61,79
719.jpg,400,300,redsquare,32,54,169,191
2784.jpg,300,400,redcircle,30,31,103,104
2948.jpg,300,400,bluecircle,26,8,103,82
2790.jpg,400,300,redcircle,10,24,66,80
1299.jpg,400,300,redsquare,15,16,86,87
1272.jpg,300,400,bluetriangle,5,6,94,75
1514.jpg,300,400,greensquare,13,12,76,75
1500.jpg,300,400,bluecircle,5,20,74,89
2009.jpg,300,400,greencircle,39,6,120,87
1266.jpg,300,400,bluesquare,32,31,116,124
2747.jpg,300,400,bluetriangle,11,35,159,137
902.jpg,400,300,greentriangle,22,15,105,55
1528.jpg,400,300,greencircle,24,31,105,112
2021.jpg,400,300,bluetriangle,34,0,111,77
2035.jpg,400,300,redtriangle,12,33,102,130
916.jpg,300,400,redsquare,32,47,143,152
2753.jpg,300,400,bluetriangle,24,17,120,67
2034.jpg,400,300,redcircle,28,32,125,129
2752.jpg,300,400,greencircle,25,26,93,95
917.jpg,400,300,redsquare,24,11,81,61
903.jpg,400,300,greencircle,20,12,82,74
2746.jpg,400,300,greentriangle,6,27,75,84
2020.jpg,300,400,greencircle,22,25,98,115
1529.jpg,300,400,greentriangle,1,28,59,86
2008.jpg,400,300,greentriangle,31,4,103,49
1501.jpg,300,400,bluesquare,1,25,82,87
1267.jpg,300,400,bluetriangle,0,22,55,78
1515.jpg,400,300,redtriangle,20,30,101,92
1298.jpg,300,400,bluecircle,1,7,63,70
2949.jpg,300,400,redtriangle,31,9,100,50
2785.jpg,400,300,redcircle,52,39,173,157
718.jpg,400,300,greentriangle,19,26,97,85
730.jpg,400,300,greentriangle,7,14,88,95
724.jpg,300,400,redcircle,11,35,92,116
2961.jpg,300,400,redcircle,8,7,62,57
1059.jpg,300,400,bluesquare,29,47,127,144
2550.jpg,400,300,greencircle,10,5,66,63
3128.jpg,300,400,redcircle,5,34,88,125
2236.jpg,300,400,bluesquare,50,29,174,153
2222.jpg,400,300,redsquare,9,48,112,151
2544.jpg,400,300,redtriangle,22,9,118,67
1065.jpg,300,400,redtriangle,35,6,121,92
297.jpg,400,300,bluesquare,30,27,119,122
1703.jpg,400,300,redsquare,25,11,87,73
3114.jpg,400,300,greencircle,5,4,51,65
3100.jpg,300,400,bluetriangle,2,8,97,94
1717.jpg,300,400,greensquare,23,0,111,98
283.jpg,400,300,greentriangle,34,20,155,139
1071.jpg,400,300,bluecircle,38,20,121,89
2578.jpg,400,300,redtriangle,14,29,67,112
2593.jpg,300,400,redsquare,42,34,128,120
1924.jpg,400,300,redsquare,4,10,72,69
1930.jpg,300,400,redtriangle,0,42,90,159
2587.jpg,400,300,redcircle,1,21,58,79
532.jpg,400,300,greentriangle,0,15,71,81
1918.jpg,300,400,redcircle,24,14,121,111
254.jpg,300,400,bluesquare,26,15,98,86
240.jpg,400,300,greentriangle,2,41,102,130
526.jpg,300,400,bluesquare,38,29,132,111
2424.jpg,400,300,greencircle,30,17,125,114
2342.jpg,300,400,greentriangle,4,14,128,70
1893.jpg,400,300,redsquare,30,8,102,80
2356.jpg,400,300,redsquare,0,28,99,128
2430.jpg,400,300,greensquare,29,13,109,82
1139.jpg,400,300,redtriangle,16,11,85,77
2418.jpg,400,300,greencircle,21,22,84,85
485.jpg,400,300,redtriangle,42,7,153,87
1111.jpg,400,300,bluecircle,30,17,93,80
1677.jpg,400,300,redtriangle,1,5,115,70
3060.jpg,400,300,greencircle,14,25,85,98
3074.jpg,300,400,redsquare,21,23,126,122
1663.jpg,400,300,greensquare,22,9,133,106
1105.jpg,300,400,greentriangle,30,39,91,123
491.jpg,400,300,bluecircle,43,13,134,89
1688.jpg,300,400,bluetriangle,24,15,80,68
1850.jpg,300,400,greentriangle,45,53,183,161
2381.jpg,400,300,redtriangle,17,14,115,136
2395.jpg,400,300,redsquare,31,44,135,148
308.jpg,300,400,redsquare,8,33,100,123
1844.jpg,400,300,bluetriangle,17,19,87,85
446.jpg,400,300,redsquare,16,27,100,94
334.jpg,400,300,greencircle,13,0,68,53
1878.jpg,300,400,redsquare,25,9,93,68
452.jpg,400,300,redcircle,24,33,115,122
1449.jpg,300,400,redcircle,39,23,151,135
2140.jpg,300,400,bluecircle,31,34,112,115
2626.jpg,300,400,redcircle,6,4,87,85
863.jpg,300,400,bluecircle,7,3,68,64
23.jpg,300,400,bluecircle,24,13,97,86
877.jpg,400,300,greentriangle,6,12,70,75
37.jpg,300,400,redtriangle,23,21,81,79
2632.jpg,300,400,bluesquare,6,48,128,173
2154.jpg,300,400,greentriangle,15,27,152,111
1475.jpg,300,400,redtriangle,58,23,186,115
1313.jpg,300,400,redtriangle,32,14,117,64
687.jpg,300,400,redtriangle,16,2,77,59
693.jpg,300,400,bluecircle,37,14,131,111
1461.jpg,400,300,greencircle,23,15,84,76
2168.jpg,400,300,greensquare,19,59,140,180
2183.jpg,400,300,greensquare,36,7,133,96
678.jpg,300,400,greentriangle,18,19,100,75
2829.jpg,400,300,redtriangle,43,32,155,132
2197.jpg,400,300,redsquare,16,15,120,119
122.jpg,300,400,greencircle,2,6,60,64
2801.jpg,400,300,redsquare,4,2,113,78
644.jpg,400,300,redcircle,27,25,88,84
650.jpg,300,400,greentriangle,7,8,75,62
888.jpg,400,300,redtriangle,24,3,93,55
2815.jpg,400,300,redsquare,9,3,94,49
136.jpg,400,300,bluetriangle,31,16,131,137
2193.jpg,300,400,redsquare,9,4,78,79
668.jpg,300,400,bluetriangle,29,3,96,69
2839.jpg,300,400,redsquare,27,17,99,90
132.jpg,400,300,greentriangle,15,21,125,72
2811.jpg,300,400,bluesquare,27,42,154,170
654.jpg,300,400,redcircle,28,31,105,107
898.jpg,400,300,greencircle,29,6,87,36
640.jpg,400,300,bluesquare,11,13,102,104
2805.jpg,300,400,greensquare,27,7,106,87
126.jpg,400,300,redsquare,31,32,152,153
1459.jpg,400,300,greencircle,35,11,112,102
2150.jpg,300,400,greencircle,2,22,67,78
2636.jpg,400,300,bluesquare,23,0,122,105
33.jpg,300,400,bluesquare,22,15,131,89
873.jpg,400,300,bluetriangle,21,33,114,124
27.jpg,400,300,greensquare,35,27,134,123
867.jpg,300,400,greensquare,9,28,83,97
2622.jpg,300,400,bluesquare,27,10,153,134
2144.jpg,400,300,greensquare,29,14,93,78
1303.jpg,400,300,redsquare,38,16,148,85
697.jpg,300,400,greentriangle,21,16,125,120
683.jpg,300,400,redtriangle,10,21,81,121
1317.jpg,400,300,redcircle,17,7,80,82
1471.jpg,300,400,redsquare,18,3,74,59
2178.jpg,400,300,bluetriangle,13,8,74,70
1840.jpg,400,300,redtriangle,9,16,65,72
1698.jpg,300,400,bluetriangle,12,18,92,74
2391.jpg,300,400,bluesquare,34,37,148,151
2385.jpg,400,300,greentriangle,27,24,117,87
1854.jpg,400,300,redcircle,31,14,112,95
318.jpg,300,400,redsquare,22,37,114,129
1868.jpg,300,400,greensquare,7,7,80,80
324.jpg,300,400,greentriangle,26,23,92,89
442.jpg,300,400,greensquare,32,23,130,139
2434.jpg,400,300,bluetriangle,25,3,111,60
2352.jpg,400,300,bluetriangle,10,41,99,132
1883.jpg,300,400,greensquare,3,22,102,108
1897.jpg,300,400,greencircle,6,4,62,60
3058.jpg,300,400,greensquare,19,7,77,52
2346.jpg,300,400,redtriangle,31,37,128,134
2420.jpg,300,400,greencircle,40,33,140,133
1129.jpg,300,400,greentriangle,16,29,93,106
2408.jpg,400,300,greentriangle,13,5,76,68
495.jpg,300,400,bluetriangle,25,41,105,129
1101.jpg,400,300,greentriangle,26,9,88,65
1667.jpg,300,400,greentriangle,28,25,98,111
3070.jpg,400,300,redsquare,13,23,128,148
3064.jpg,300,400,greentriangle,27,4,104,81
1673.jpg,400,300,bluesquare,26,17,130,132
481.jpg,300,400,greentriangle,2,41,78,130
2583.jpg,300,400,bluecircle,20,12,81,73
278.jpg,400,300,redtriangle,6,28,75,97
1920.jpg,300,400,redtriangle,69,24,214,123
2597.jpg,400,300,bluecircle,30,31,134,132
522.jpg,300,400,greensquare,22,23,135,134
244.jpg,300,400,bluesquare,6,2,66,63
1908.jpg,300,400,redsquare,36,12,118,90
250.jpg,300,400,bluetriangle,47,20,161,128
536.jpg,400,300,greencircle,27,25,88,86
2540.jpg,300,400,bluetriangle,40,0,130,43
2226.jpg,300,400,bluesquare,12,14,73,75
3138.jpg,400,300,redsquare,12,19,101,109
2232.jpg,300,400,redsquare,19,17,105,103
2554.jpg,300,400,greensquare,19,27,138,95
1075.jpg,300,400,bluesquare,44,26,154,124
287.jpg,300,400,bluecircle,43,45,162,166
1713.jpg,400,300,bluetriangle,1,35,92,124
3104.jpg,400,300,greencircle,6,24,72,90
1707.jpg,400,300,bluecircle,27,22,142,124
293.jpg,300,400,redsquare,20,52,127,167
1061.jpg,400,300,redsquare,20,37,141,158
2568.jpg,400,300,greensquare,39,3,146,100
1288.jpg,300,400,greensquare,27,19,89,75
2959.jpg,300,400,bluesquare,15,41,101,126
2781.jpg,400,300,bluetriangle,29,2,104,100
2795.jpg,400,300,greensquare,19,26,128,105
708.jpg,300,400,redtriangle,10,20,81,74
2965.jpg,300,400,bluetriangle,44,21,139,81
720.jpg,300,400,redcircle,32,1,123,91
2971.jpg,400,300,greensquare,59,9,188,134
2024.jpg,300,400,bluesquare,6,13,37,71
2742.jpg,300,400,redtriangle,19,27,80,87
907.jpg,300,400,bluetriangle,60,48,198,154
2756.jpg,400,300,greentriangle,2,50,51,153
2030.jpg,300,400,bluetriangle,33,11,122,59
1539.jpg,400,300,redsquare,11,76,171,236
2018.jpg,400,300,bluesquare,9,12,121,124
1511.jpg,300,400,redsquare,12,21,82,96
1277.jpg,400,300,greencircle,39,50,151,155
1263.jpg,300,400,greencircle,20,28,81,88
1505.jpg,300,400,greensquare,19,15,78,77
1262.jpg,400,300,redsquare,41,14,132,105
1504.jpg,400,300,greentriangle,21,20,128,110
1510.jpg,400,300,bluetriangle,57,29,177,101
2019.jpg,300,400,greencircle,20,19,112,102
1276.jpg,300,400,bluetriangle,66,6,237,98
2757.jpg,400,300,redsquare,3,32,80,108
912.jpg,400,300,redsquare,8,31,115,125
1538.jpg,300,400,bluetriangle,44,28,180,115
2031.jpg,400,300,redtriangle,15,31,75,97
2025.jpg,300,400,bluecircle,57,16,177,137
906.jpg,400,300,redsquare,2,36,79,113
2743.jpg,400,300,bluesquare,4,49,108,153
2970.jpg,400,300,redcircle,18,2,79,63
735.jpg,400,300,greentriangle,1,4,62,65
721.jpg,300,400,bluetriangle,10,0,70,63
2964.jpg,400,300,redtriangle,14,14,138,100
709.jpg,300,400,greencircle,49,46,170,167
2794.jpg,400,300,greencircle,25,9,79,64
2780.jpg,400,300,redtriangle,1,16,52,72
2958.jpg,400,300,redtriangle,15,7,112,77
1289.jpg,400,300,redcircle,20,15,82,75
292.jpg,300,400,bluesquare,35,53,144,177
1706.jpg,300,400,greentriangle,16,19,86,70
3111.jpg,300,400,bluecircle,21,57,142,171
2569.jpg,400,300,bluesquare,11,5,67,61
1060.jpg,400,300,bluecircle,6,0,79,81
1074.jpg,400,300,bluecircle,1,55,122,173
3105.jpg,300,400,greencircle,13,6,71,36
1712.jpg,300,400,bluetriangle,44,1,140,137
2233.jpg,300,400,bluesquare,22,13,89,76
2555.jpg,300,400,redsquare,4,10,114,123
1048.jpg,400,300,greensquare,16,1,104,79
3139.jpg,300,400,greencircle,23,12,70,59
2227.jpg,400,300,redcircle,16,15,73,73
537.jpg,400,300,greensquare,12,11,80,72
523.jpg,300,400,redtriangle,7,40,111,149
1909.jpg,400,300,redsquare,27,3,94,70
245.jpg,300,400,greensquare,33,18,114,97
1921.jpg,400,300,bluecircle,1,17,57,73
2596.jpg,400,300,bluetriangle,4,25,82,80
2582.jpg,400,300,greencircle,0,2,97,97
1935.jpg,400,300,redcircle,16,22,128,133
279.jpg,300,400,greensquare,8,14,64,70
1672.jpg,300,400,bluecircle,12,5,81,74
3065.jpg,400,300,greencircle,7,24,113,130
480.jpg,300,400,greencircle,20,24,77,82
1114.jpg,400,300,greencircle,16,6,72,62
1100.jpg,400,300,greencircle,11,43,101,132
494.jpg,400,300,redcircle,22,5,85,63
2409.jpg,400,300,bluetriangle,5,21,92,76
3071.jpg,400,300,bluecircle,1,12,59,70
1666.jpg,400,300,bluetriangle,12,21,89,98
2347.jpg,400,300,bluetriangle,10,4,69,62
3059.jpg,300,400,greentriangle,21,18,99,75
1896.jpg,300,400,greencircle,2,5,88,91
1128.jpg,300,400,redcircle,0,13,73,81
2421.jpg,400,300,greentriangle,12,27,113,109
2435.jpg,300,400,bluetriangle,53,28,174,143
1882.jpg,400,300,greencircle,0,29,91,119
2353.jpg,400,300,greensquare,16,25,163,168
1869.jpg,400,300,greencircle,29,22,120,102
443.jpg,300,400,bluecircle,9,20,64,78
457.jpg,300,400,redcircle,22,24,83,85
331.jpg,400,300,bluetriangle,16,17,74,73
319.jpg,300,400,redtriangle,14,9,75,69
1855.jpg,400,300,redcircle,0,6,85,91
2384.jpg,400,300,bluesquare,37,44,144,151
2390.jpg,400,300,redtriangle,10,18,79,87
1699.jpg,400,300,greentriangle,28,3,100,54
1841.jpg,300,400,redtriangle,24,8,112,120
1316.jpg,400,300,greencircle,30,56,151,177
682.jpg,400,300,redcircle,9,1,66,48
2179.jpg,300,400,bluetriangle,3,25,64,99
1470.jpg,400,300,redcircle,31,20,117,96
1464.jpg,400,300,redsquare,0,7,56,63
696.jpg,300,400,redtriangle,11,24,67,80
1302.jpg,400,300,greentriangle,42,32,195,102
2623.jpg,300,400,bluetriangle,2,29,78,87
866.jpg,400,300,redtriangle,34,14,131,111
26.jpg,400,300,redtriangle,13,11,85,60
2145.jpg,400,300,greentriangle,24,13,112,93
2151.jpg,300,400,redtriangle,28,10,117,59
1458.jpg,300,400,bluecircle,20,27,89,96
872.jpg,300,400,bluetriangle,53,37,165,149
32.jpg,300,400,redcircle,9,7,70,68
2637.jpg,400,300,redtriangle,29,19,99,87
2804.jpg,400,300,greencircle,10,22,79,89
641.jpg,300,400,redsquare,19,36,68,116
899.jpg,400,300,redsquare,28,32,111,103
127.jpg,300,400,redcircle,14,32,135,150
133.jpg,300,400,bluetriangle,21,39,123,153
2810.jpg,300,400,redtriangle,52,21,173,83
2838.jpg,300,400,redsquare,8,33,112,125
2186.jpg,400,300,greencircle,60,45,181,158
2192.jpg,400,300,redtriangle,16,1,85,42
669.jpg,400,300,bluetriangle,34,54,145,202
119.jpg,300,400,bluecircle,19,35,91,107
2184.jpg,400,300,greensquare,24,31,123,136
2190.jpg,400,300,redsquare,1,14,134,146
1499.jpg,400,300,bluesquare,3,4,68,63
125.jpg,400,300,greencircle,20,4,141,125
643.jpg,400,300,greentriangle,29,30,133,132
2806.jpg,300,400,greensquare,25,17,106,98
2812.jpg,400,300,greencircle,10,22,99,113
657.jpg,400,300,redsquare,19,16,123,108
131.jpg,400,300,redcircle,10,31,96,117
2147.jpg,300,400,redtriangle,12,23,97,73
1328.jpg,400,300,bluetriangle,36,22,113,66
24.jpg,300,400,greencircle,9,12,84,87
864.jpg,400,300,greencircle,13,13,73,74
2635.jpg,300,400,redsquare,29,8,100,79
30.jpg,300,400,bluetriangle,10,25,79,82
870.jpg,400,300,redtriangle,14,8,72,79
2153.jpg,300,400,greencircle,30,18,91,79
1472.jpg,400,300,greencircle,13,1,77,48
680.jpg,300,400,bluesquare,29,7,144,125
1314.jpg,300,400,redcircle,29,9,95,69
18.jpg,400,300,greencircle,29,19,121,111
858.jpg,400,300,greensquare,26,43,139,148
1300.jpg,300,400,bluetriangle,10,6,76,72
694.jpg,300,400,greencircle,26,5,123,102
2609.jpg,300,400,greencircle,14,0,68,54
1466.jpg,400,300,greentriangle,74,4,227,74
2386.jpg,400,300,redtriangle,20,20,92,70
3098.jpg,300,400,bluetriangle,15,8,77,59
1857.jpg,300,400,greensquare,14,2,98,88
1843.jpg,400,300,bluecircle,30,27,99,91
2392.jpg,400,300,greensquare,37,35,116,113
441.jpg,300,400,greencircle,3,32,103,132
327.jpg,400,300,redsquare,26,26,124,122
333.jpg,400,300,bluetriangle,32,13,100,72
455.jpg,400,300,greensquare,7,27,114,125
2423.jpg,300,400,redsquare,34,30,109,90
1894.jpg,400,300,greensquare,25,12,112,95
2345.jpg,400,300,bluecircle,29,6,95,45
2351.jpg,300,400,greentriangle,17,3,106,64
1658.jpg,300,400,redcircle,29,28,90,89
2437.jpg,300,400,bluetriangle,21,21,85,85
1116.jpg,300,400,greensquare,26,45,123,142
482.jpg,400,300,bluetriangle,1,13,62,75
3067.jpg,300,400,redsquare,11,13,104,106
2379.jpg,400,300,bluetriangle,27,21,108,89
1670.jpg,400,300,redsquare,21,24,146,136
1664.jpg,300,400,redtriangle,31,5,112,86
3073.jpg,400,300,bluesquare,64,28,212,172
496.jpg,400,300,bluetriangle,38,25,115,102
1102.jpg,300,400,greensquare,4,13,72,81
509.jpg,400,300,bluetriangle,37,1,113,51
2594.jpg,300,400,redcircle,2,21,65,79
1923.jpg,300,400,greensquare,11,15,72,76
1937.jpg,400,300,bluetriangle,47,47,144,144
2580.jpg,300,400,greentriangle,8,2,70,58
1089.jpg,400,300,redtriangle,12,9,92,57
535.jpg,400,300,bluetriangle,40,10,174,102
253.jpg,400,300,redsquare,10,2,91,111
521.jpg,300,400,bluecircle,22,17,134,127
2557.jpg,300,400,redtriangle,15,19,83,79
1738.jpg,300,400,bluecircle,47,26,164,139
2231.jpg,400,300,bluetriangle,5,6,61,62
2225.jpg,400,300,redsquare,50,55,170,182
2543.jpg,300,400,greensquare,30,14,184,161
1062.jpg,300,400,bluecircle,4,42,125,163
3113.jpg,400,300,greentriangle,1,10,87,57
1704.jpg,300,400,greensquare,40,42,129,147
290.jpg,400,300,greentriangle,14,21,94,70
284.jpg,400,300,greensquare,11,32,128,149
1710.jpg,300,400,bluecircle,0,18,95,96
2219.jpg,400,300,redtriangle,4,2,108,106
3107.jpg,400,300,greentriangle,29,29,90,90
1076.jpg,300,400,redtriangle,33,12,105,63
2796.jpg,300,400,greentriangle,15,10,90,97
2782.jpg,300,400,greencircle,1,16,59,68
2972.jpg,400,300,greentriangle,7,21,80,94
2966.jpg,400,300,redcircle,36,32,146,153
723.jpg,300,400,greensquare,25,17,94,86
2033.jpg,400,300,redtriangle,19,17,86,96
910.jpg,400,300,greencircle,13,39,125,148
2755.jpg,300,400,redsquare,28,33,134,139
2741.jpg,400,300,greentriangle,6,8,87,51
2999.jpg,300,400,redcircle,1,27,70,96
2027.jpg,300,400,redtriangle,6,1,85,69
1506.jpg,300,400,redtriangle,7,22,63,81
2769.jpg,400,300,greensquare,7,20,69,115
1260.jpg,300,400,bluetriangle,44,31,172,128
938.jpg,400,300,redsquare,17,2,123,111
1274.jpg,400,300,greentriangle,30,4,115,70
1512.jpg,400,300,bluesquare,44,21,153,128
1275.jpg,300,400,bluecircle,35,33,126,124
939.jpg,300,400,greencircle,20,16,97,102
1513.jpg,400,300,greentriangle,52,27,172,99
1507.jpg,300,400,redsquare,1,7,59,44
1261.jpg,400,300,greentriangle,23,48,127,152
2768.jpg,300,400,redsquare,10,29,69,119
1249.jpg,400,300,greencircle,42,31,135,120
905.jpg,400,300,redcircle,6,22,69,85
2998.jpg,300,400,greentriangle,31,10,94,79
2740.jpg,400,300,bluecircle,8,13,64,69
2026.jpg,400,300,bluetriangle,6,18,88,98
2032.jpg,400,300,redsquare,48,25,145,122
2754.jpg,400,300,bluecircle,15,3,96,73
911.jpg,300,400,redsquare,24,18,130,117
722.jpg,300,400,redsquare,20,12,80,60
2967.jpg,400,300,greensquare,26,13,82,69
2973.jpg,300,400,greentriangle,45,26,159,88
736.jpg,300,400,bluesquare,26,31,117,139
2783.jpg,400,300,bluetriangle,0,15,64,77
2797.jpg,300,400,greencircle,54,29,165,140
3106.jpg,300,400,redtriangle,24,24,85,97
2218.jpg,300,400,bluesquare,44,26,142,119
1711.jpg,300,400,redsquare,11,60,138,187
285.jpg,300,400,redcircle,0,13,73,86
1077.jpg,400,300,bluetriangle,6,26,57,83
1063.jpg,300,400,bluecircle,4,33,108,137
291.jpg,400,300,greencircle,12,14,85,87
1705.jpg,300,400,greencircle,40,39,131,130
3112.jpg,300,400,greensquare,19,20,92,93
2224.jpg,400,300,greentriangle,17,16,87,80
2542.jpg,400,300,bluesquare,21,9,77,65
2556.jpg,300,400,greencircle,34,10,125,101
2230.jpg,300,400,bluetriangle,35,22,132,119
1739.jpg,300,400,greensquare,10,54,129,173
246.jpg,300,400,bluetriangle,47,10,143,60
520.jpg,400,300,greencircle,18,12,75,70
534.jpg,400,300,bluetriangle,10,36,102,125
252.jpg,300,400,bluetriangle,10,22,96,108
1936.jpg,300,400,bluecircle,15,22,112,119
1088.jpg,400,300,redcircle,3,12,71,69
2581.jpg,300,400,bluetriangle,44,26,186,132
2595.jpg,400,300,redsquare,52,31,182,161
508.jpg,400,300,greensquare,34,26,115,107
1922.jpg,400,300,redtriangle,4,0,65,88
1665.jpg,400,300,greensquare,30,42,120,132
1103.jpg,400,300,bluetriangle,41,52,145,186
497.jpg,300,400,greencircle,16,3,89,76
483.jpg,300,400,greencircle,1,48,98,145
1117.jpg,400,300,bluecircle,7,18,119,117
1671.jpg,300,400,greencircle,1,43,122,163
2378.jpg,300,400,greensquare,16,14,77,75
3066.jpg,400,300,redcircle,20,8,92,81
1881.jpg,300,400,bluesquare,24,36,118,129
1659.jpg,300,400,greencircle,30,44,120,134
2350.jpg,300,400,bluecircle,15,0,80,69
2436.jpg,400,300,redtriangle,39,34,204,114
2422.jpg,300,400,bluetriangle,23,27,77,88
2344.jpg,400,300,redtriangle,12,15,86,68
1895.jpg,300,400,redcircle,17,16,78,77
332.jpg,400,300,redsquare,16,26,130,131
454.jpg,400,300,greensquare,25,9,81,65
440.jpg,300,400,greencircle,32,51,144,159
326.jpg,300,400,greencircle,17,6,83,72
2393.jpg,400,300,redsquare,11,23,100,112
1842.jpg,300,400,bluecircle,21,36,142,157
1856.jpg,300,400,greentriangle,22,10,111,79
3099.jpg,300,400,bluesquare,10,73,157,226
2387.jpg,400,300,greentriangle,23,23,111,94
2608.jpg,300,400,bluecircle,1,9,78,70
695.jpg,300,400,greencircle,27,5,93,65
1301.jpg,400,300,bluecircle,37,6,158,127
1467.jpg,300,400,redsquare,12,39,103,130
1473.jpg,400,300,bluesquare,5,19,73,94
859.jpg,300,400,redcircle,18,29,104,113
19.jpg,300,400,greensquare,27,28,91,92
1315.jpg,400,300,bluetriangle,35,6,116,74
681.jpg,400,300,redsquare,1,34,107,133
31.jpg,300,400,bluesquare,3,9,123,129
2634.jpg,400,300,greensquare,10,26,98,104
2152.jpg,400,300,bluecircle,25,13,92,86
2146.jpg,300,400,greentriangle,29,12,174,111
865.jpg,400,300,bluecircle,23,37,99,113
25.jpg,400,300,greencircle,13,5,119,91
1329.jpg,400,300,greensquare,1,30,71,101
656.jpg,300,400,bluecircle,22,21,98,92
2813.jpg,400,300,bluecircle,8,29,71,92
130.jpg,400,300,bluecircle,20,11,83,74
124.jpg,400,300,redtriangle,56,14,185,110
2807.jpg,400,300,bluetriangle,7,13,72,68
642.jpg,300,400,bluetriangle,12,10,96,104
1498.jpg,400,300,greencircle,27,0,96,83
2191.jpg,400,300,bluetriangle,7,11,75,59
2185.jpg,400,300,redtriangle,6,39,141,160
118.jpg,300,400,bluesquare,0,9,97,104
143.jpg,400,300,greencircle,19,30,81,90
2860.jpg,400,300,redtriangle,3,44,83,159
625.jpg,300,400,redsquare,21,5,90,74
631.jpg,400,300,bluetriangle,17,19,106,67
2874.jpg,300,400,redtriangle,38,31,140,136
157.jpg,400,300,redsquare,10,25,93,110
81.jpg,300,400,redcircle,21,14,87,78
619.jpg,400,300,greencircle,23,12,76,68
2684.jpg,400,300,greensquare,26,15,99,88
2848.jpg,300,400,redsquare,19,3,87,63
95.jpg,400,300,greentriangle,3,12,105,71
1399.jpg,400,300,redtriangle,8,25,64,81
180.jpg,400,300,redsquare,36,33,120,117
1414.jpg,300,400,bluesquare,39,19,125,107
1372.jpg,400,300,bluetriangle,19,1,73,76
1366.jpg,300,400,redcircle,21,9,107,95
1400.jpg,400,300,greensquare,3,40,84,121
194.jpg,400,300,greentriangle,7,9,95,90
2109.jpg,300,400,greentriangle,23,21,96,88
1428.jpg,400,300,redtriangle,14,11,110,69
2121.jpg,400,300,greentriangle,18,33,85,122
2647.jpg,300,400,bluesquare,5,20,124,145
42.jpg,400,300,greensquare,39,26,148,105
802.jpg,400,300,bluesquare,29,29,104,103
56.jpg,400,300,bluecircle,17,25,76,83
816.jpg,300,400,bluesquare,2,28,80,90
2653.jpg,300,400,bluesquare,55,0,167,112
2135.jpg,400,300,greencircle,32,23,136,127
4.jpg,400,300,greensquare,12,26,74,82
427.jpg,300,400,greencircle,25,40,116,130
341.jpg,400,300,bluecircle,38,41,135,138
1819.jpg,400,300,redsquare,29,23,110,110
355.jpg,400,300,redcircle,13,3,69,59
433.jpg,400,300,redcircle,22,11,70,59
2486.jpg,400,300,bluecircle,3,33,84,111
1831.jpg,400,300,bluesquare,3,21,133,150
1825.jpg,300,400,bluecircle,17,1,83,47
369.jpg,400,300,bluecircle,24,9,82,67
2479.jpg,400,300,greensquare,20,21,106,107
1170.jpg,400,300,redtriangle,23,6,100,42
1616.jpg,300,400,greentriangle,25,18,75,74
382.jpg,300,400,bluesquare,32,4,106,74
3001.jpg,400,300,bluetriangle,15,12,118,149
3015.jpg,400,300,greensquare,9,34,93,127
396.jpg,400,300,greentriangle,12,32,65,99
1164.jpg,400,300,greentriangle,35,10,120,53
2445.jpg,300,400,bluesquare,41,7,137,87
2323.jpg,300,400,greensquare,26,6,90,70
3029.jpg,400,300,bluetriangle,32,23,157,136
2337.jpg,300,400,redcircle,8,18,71,84
2451.jpg,400,300,bluesquare,14,33,91,110
1158.jpg,400,300,bluesquare,27,6,88,67
553.jpg,300,400,bluesquare,43,51,155,163
